lp_addr,token_pair,fee_tier,during_last_ndays,num_trades,volume_usd,fees_usd,start_tvl_usd,current_tvl_usd,tvl_change_usd,fee_apr,volume_to_tvl
0x81fbbc40cf075fd7de6afce1bc72eda1bb0e13aa,IMX-WETH,0.30%,100.0333,2255,5.907403835358111e+06,17722.211506074364,137699.3309028781,896848.472741894,759149.1418390159,0.44216766029674837,6.586847181996837
0x9e0905249ceefffb9605e034b534544684a58be6,HEX-WETH,0.30%,100.0889,74489,2.775979768801475e+08,832793.9306404418,7.428781963051819e+06,3.9710304259292544e+06,-3.457751537122565e+06,0.3880311866972386,69.9057793834927
0xe495bfa137b68a037b1f661ed47a44b4fb2a6563,PYR-WETH,1.00%,99.7972,2064,2.454480951797124e+06,24544.809517971255,223356.6517708266,238690.42312118184,15333.771350355237,0.38075294635845247,10.28311450330371
0x2a4d547ea2c35d03a501a8bb5d12d81d0a222dc5,GFI-WETH,1.00%,99.9743,1356,2.3772356304223347e+06,23772.35630422335,221444.9377772683,245423.81437646705,23978.87659919876,0.3723831078523754,9.686246774633622
0xd8857e7da2d6e05667c5b9218f97efaaa671f44a,SYN-WETH,0.30%,73.5771,564,1.838118038197845e+06,5514.354114593539,72503.59221350432,104443.75304473774,31940.160831233414,0.364056401904137,17.59911899575746
0x8fec7a391cd9838935f4d4fd516ba6a3b3d2cda7,MDT-WETH,0.30%,99.3840,1337,3.9090265182933295e+06,11727.079554879985,116570.84446815764,128610.34109143629,12039.496623278654,0.35354387243926144,30.394340650369504
0xa80838d2bb3d6ebaed1978fa23b38f91775d8378,WETH-ZERO,1.00%,99.9417,5869,1.848982923343071e+07,184898.29233430704,1.8874681279782723e+06,2.258517612825093e+06,371049.4848468206,0.3412695944312949,8.1867102246338
0xb42eede6ad429b38da26817aeb163f216e34b7f8,VEGA-WETH,0.30%,99.4833,2469,4.293311576650651e+06,12879.934729951952,140668.13758118893,140463.82202733913,-204.31555384979583,0.3231179779309612,30.565248152047463
0xb011e4eb4111ef00b620a5ed195836dcd69db1ff,BONE-WETH,0.30%,100.0889,18992,5.208957079166042e+07,156268.7123749813,1.7612716612505557e+06,1.957685936187392e+06,196414.27493683645,0.3104082925336116,26.60772590168638
0x3e6e23198679419cd73bb6376518dcc5168c8260,BTRFLY-WETH,1.00%,99.9201,1904,2.232266709011542e+06,22322.667090115414,253847.1184207282,148067.97106763785,-105779.14735309035,0.30776500809754026,15.075959324058251
